train_loss,test_loss,train_l1_norm,test_l1_norm,train_linf_norm,test_linf_norm
3.3164255619049072,7.817425727844238,1.0562697649002075,1.0732958316802979,1.4503308534622192,1.1619372367858887
3.1579947471618652,7.8063764572143555,0.8225507736206055,1.1457674503326416,1.1001824140548706,1.321573257446289
3.0561795234680176,7.791698455810547,0.9830812811851501,1.2420241832733154,1.6439589262008667,1.5336016416549683
2.9246280193328857,7.777364730834961,1.030224323272705,1.293943166732788,2.342878580093384,1.6489322185516357
2.8914923667907715,7.763527870178223,1.3474290370941162,1.3477391004562378,4.572239875793457,1.7682793140411377
2.849924325942993,7.74601936340332,1.4842944145202637,1.4047317504882812,5.629480838775635,1.8951475620269775
2.7174911499023438,7.72495698928833,1.5989443063735962,1.4834308624267578,6.6376237869262695,2.069866180419922
2.663567066192627,7.704509735107422,1.6993812322616577,1.5692667961120605,7.182113170623779,2.2600491046905518
2.5691256523132324,7.677334785461426,2.06713604927063,1.667032241821289,10.142352104187012,2.4772486686706543
2.5012478828430176,7.649292945861816,2.4220409393310547,1.7626376152038574,12.656742095947266,2.689870595932007
2.44157075881958,7.6219801902771,2.8368701934814453,1.871904730796814,15.50134563446045,2.932161808013916
2.1986823081970215,7.587776184082031,2.6118595600128174,2.0037360191345215,13.993707656860352,3.2246758937835693
2.1658613681793213,7.5707221031188965,3.0735201835632324,2.0132429599761963,16.97514533996582,3.2479677200317383
2.3246703147888184,7.561184883117676,3.035102367401123,2.008586883544922,16.379446029663086,3.23925518989563
2.199491262435913,7.547846794128418,3.235882043838501,2.0161118507385254,18.41449546813965,3.257667303085327
2.158519744873047,7.531093120574951,3.222496747970581,2.0228726863861084,18.6496524810791,3.274928092956543
2.1366586685180664,7.515560150146484,3.044794797897339,2.0344746112823486,17.33211326599121,3.3025577068328857
2.09951114654541,7.497377395629883,2.8528525829315186,2.0450198650360107,16.055452346801758,3.328282594680786
2.024441719055176,7.477851867675781,2.7278079986572266,2.065410614013672,15.07802963256836,3.375671148300171
1.9992457628250122,7.465004920959473,2.8027026653289795,1.983201265335083,15.246118545532227,3.198409080505371
2.0610125064849854,7.423827648162842,2.7511796951293945,2.095275640487671,15.642696380615234,3.4489080905914307
1.924128532409668,7.39516544342041,2.651369571685791,2.109893798828125,15.080299377441406,3.4850900173187256
1.9609458446502686,7.368941307067871,2.6657931804656982,2.1206510066986084,15.084223747253418,3.51248836517334
1.953532338142395,7.339840888977051,2.5390539169311523,2.13077712059021,13.873562812805176,3.538944721221924
2.0414109230041504,7.315969467163086,2.6856675148010254,2.0328209400177,15.096951484680176,3.3290185928344727
1.8562242984771729,7.291903972625732,2.160243272781372,1.9594647884368896,11.075255393981934,3.1727445125579834
1.8750691413879395,7.257826805114746,1.3531990051269531,1.9727535247802734,5.507711887359619,3.2068440914154053
1.8890780210494995,7.219022750854492,1.6440634727478027,1.9761778116226196,8.24302864074707,3.220153570175171
1.781394124031067,7.183692932128906,1.403855800628662,1.9949796199798584,6.703848361968994,3.2664592266082764
1.8553166389465332,7.149150848388672,1.532346248626709,1.9096524715423584,7.293126583099365,3.0856690406799316
1.7697811126708984,7.105033874511719,1.1401695013046265,1.919057846069336,5.129744529724121,3.112816572189331
1.6575837135314941,7.072088241577148,0.725396454334259,1.871224045753479,2.2063825130462646,3.01351261138916
1.652256727218628,7.0213727951049805,0.8372367024421692,1.7905120849609375,3.37764310836792,2.8452188968658447
1.6170899868011475,6.965834617614746,0.4989340305328369,1.8000242710113525,1.21701180934906,2.874319314956665
1.6103976964950562,7.012543678283691,0.4820091128349304,2.0133538246154785,1.1100709438323975,3.3322925567626953
1.5037428140640259,6.9491071701049805,0.4508417844772339,1.9336680173873901,0.8313416242599487,3.168151617050171
1.5604153871536255,6.9095611572265625,0.5655323266983032,1.8906770944595337,1.7258435487747192,3.0803985595703125
1.417003870010376,6.864051818847656,0.3566283583641052,1.8575363159179688,0.6575987339019775,3.0150146484375
1.5118292570114136,6.814840316772461,0.419435977935791,1.8098740577697754,0.8708075284957886,2.9185352325439453
1.4651528596878052,6.858065605163574,0.5093398690223694,1.9316606521606445,1.4350780248641968,3.177490234375
1.4561922550201416,6.892805099487305,0.3500920534133911,2.0496888160705566,0.5326976180076599,3.4295310974121094
1.445223331451416,6.823631286621094,0.4378046989440918,1.9660379886627197,0.6661959290504456,3.2576122283935547
1.365581750869751,6.82542085647583,0.568739652633667,1.983734369277954,2.353382110595703,3.2959165573120117
1.397669792175293,6.85604190826416,0.4291439652442932,2.0931639671325684,0.555063784122467,3.5298349857330322
1.4600791931152344,6.79652214050293,0.7795915007591248,2.0198588371276855,3.2978687286376953,3.3790128231048584
1.4614120721817017,6.808219909667969,0.5525103807449341,2.085585117340088,1.5189900398254395,3.5205187797546387
1.3914966583251953,6.787478446960449,0.6369511485099792,2.0580217838287354,1.9119043350219727,3.4635612964630127
1.3430051803588867,6.735142707824707,0.5086610913276672,2.0151774883270264,1.62055242061615,3.378054618835449
1.5623279809951782,6.737919807434082,0.6230731010437012,2.0146751403808594,1.7442445755004883,3.3765413761138916
1.4597110748291016,6.762704849243164,0.6935731768608093,2.098036050796509,2.7723865509033203,3.5545151233673096
1.419028401374817,6.694134712219238,0.8900400400161743,2.0145423412323,3.5578136444091797,3.382847309112549
1.24215829372406,6.74968147277832,0.2875690162181854,2.145962953567505,0.46153974533081055,3.660946846008301
1.350257158279419,6.707015037536621,0.7396969795227051,2.116163730621338,2.615723133087158,3.6024186611175537
1.4106907844543457,6.643643856048584,0.5820015668869019,2.0375916957855225,1.6135135889053345,3.4406955242156982
1.4127875566482544,6.630948066711426,0.4916475713253021,2.017759323120117,0.8922731280326843,3.3993778228759766
1.404757022857666,6.576530456542969,0.9262362718582153,1.9572458267211914,4.803784370422363,3.275670051574707
1.3024489879608154,6.656707763671875,0.6811933517456055,2.1275908946990967,2.9056642055511475,3.6349050998687744
1.3780934810638428,6.715068817138672,0.599160373210907,2.244403839111328,1.4415596723556519,3.8807389736175537
1.3486074209213257,6.674108505249023,0.9524234533309937,2.217366933822632,3.416534662246704,3.827975034713745
1.0734697580337524,6.585928440093994,0.6544670462608337,2.1256656646728516,2.628385543823242,3.6413705348968506
1.3010082244873047,6.511218070983887,1.0739775896072388,2.0353941917419434,6.104762077331543,3.4558537006378174
1.3684478998184204,6.595826148986816,0.5372397899627686,2.2068300247192383,0.9622206687927246,3.8167991638183594
1.151924729347229,6.534641265869141,0.4871799945831299,2.1597418785095215,1.0053632259368896,3.723374605178833
